회차,판매점ID,번호,판매점명,등수,자동수동,지역,주소,전화번호,취급복권,위도,경도,복권종류
14,73060441,5,SE대전유성도안점,1등,,,대전광역시 유성구 봉명서로 43-4 (봉명동) 1층,0428260733,"연금복권720+, 스피또2000, 스피또1000",36.346459,127.341526,pension
14,001160,4,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
14,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
14,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
14,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
15,72960097,5,천국열쇠,1등,,광주광역시,광주 북구 북문대로 157 운암동,0625232282,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.182486,126.872038,pension
15,72960097,4,천국열쇠,2등,,,광주 북구 북문대로 157 운암동,0625232282,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.182486,126.872038,pension
15,72960097,3,천국열쇠,2등,,,광주 북구 북문대로 157 운암동,0625232282,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.182486,126.872038,pension
15,72960097,2,천국열쇠,2등,,,광주 북구 북문대로 157 운암동,0625232282,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.182486,126.872038,pension
15,72960097,1,천국열쇠,2등,,,광주 북구 북문대로 157 운암동,0625232282,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.182486,126.872038,pension
16,74561187,10,로또마트,1등,,전라북도,전북 고창군 보릿골로  92,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.433482,126.695804,pension
16,74561187,9,로또마트,2등,,,전북 고창군 보릿골로  92,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.433482,126.695804,pension
16,74561187,8,로또마트,2등,,,전북 고창군 보릿골로  92,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.433482,126.695804,pension
16,74561187,7,로또마트,2등,,,전북 고창군 보릿골로  92,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.433482,126.695804,pension
16,74561187,6,로또마트,2등,,,전북 고창군 보릿골로  92,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.433482,126.695804,pension
16,72661072,5,천하명당초량점,보너스,,부산광역시,부산광역시 동구 중앙대로221번길 3 (초량동) 1층,0514659497,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.116892,129.040102,pension
16,72661072,4,천하명당초량점,보너스,,,부산광역시 동구 중앙대로221번길 3 (초량동) 1층,0514659497,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.116892,129.040102,pension
16,72661072,3,천하명당초량점,보너스,,,부산광역시 동구 중앙대로221번길 3 (초량동) 1층,0514659497,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.116892,129.040102,pension
16,72661072,2,천하명당초량점,보너스,,,부산광역시 동구 중앙대로221번길 3 (초량동) 1층,0514659497,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.116892,129.040102,pension
16,72661072,1,천하명당초량점,보너스,,,부산광역시 동구 중앙대로221번길 3 (초량동) 1층,0514659497,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.116892,129.040102,pension
17,74860873,5,로또행운마트,1등,,경상남도,경상남도 김해시  능동로 177 (무계동) 1층,0553132345,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.203742,128.809982,pension
17,74860873,4,로또행운마트,2등,,,경상남도 김해시  능동로 177 (무계동) 1층,0553132345,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.203742,128.809982,pension
17,74860873,3,로또행운마트,2등,,,경상남도 김해시  능동로 177 (무계동) 1층,0553132345,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.203742,128.809982,pension
17,74860873,2,로또행운마트,2등,,,경상남도 김해시  능동로 177 (무계동) 1층,0553132345,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.203742,128.809982,pension
17,74860873,1,로또행운마트,2등,,,경상남도 김해시  능동로 177 (무계동) 1층,0553132345,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.203742,128.809982,pension
18,74461577,12,피엔씨(PNC)기획,1등,,충청남도,충남 천안시 서북구 검은들3길 34 두성빌딩,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.811733,127.109027,pension
18,74461577,11,피엔씨(PNC)기획,2등,,,충남 천안시 서북구 검은들3길 34 두성빌딩,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.811733,127.109027,pension
18,74461577,10,피엔씨(PNC)기획,2등,,,충남 천안시 서북구 검은들3길 34 두성빌딩,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.811733,127.109027,pension
18,74461577,9,피엔씨(PNC)기획,2등,,,충남 천안시 서북구 검은들3길 34 두성빌딩,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.811733,127.109027,pension
18,74461577,8,피엔씨(PNC)기획,2등,,,충남 천안시 서북구 검은들3길 34 두성빌딩,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.811733,127.109027,pension
18,74161344,7,삼성정보통신,보너스,,경기도,"경기도 김포시 돌문로 48 (사우동, 한솔프라자) 한솔프라자 101호",0319827011,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619415,126.718055,pension
18,74161344,6,삼성정보통신,보너스,,,"경기도 김포시 돌문로 48 (사우동, 한솔프라자) 한솔프라자 101호",0319827011,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619415,126.718055,pension
18,74161344,5,삼성정보통신,보너스,,,"경기도 김포시 돌문로 48 (사우동, 한솔프라자) 한솔프라자 101호",0319827011,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619415,126.718055,pension
18,74161344,4,삼성정보통신,보너스,,,"경기도 김포시 돌문로 48 (사우동, 한솔프라자) 한솔프라자 101호",0319827011,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619415,126.718055,pension
18,74161344,3,삼성정보통신,보너스,,,"경기도 김포시 돌문로 48 (사우동, 한솔프라자) 한솔프라자 101호",0319827011,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619415,126.718055,pension
18,001160,2,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
18,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
19,74861599,15,GS25김해인덕점,2등,,경상남도,경남 김해시 인제로 200 1층,0553378929,,35.246546,128.904085,pension
19,74861599,14,GS25김해인덕점,1등,,,경남 김해시 인제로 200 1층,0553378929,,35.246546,128.904085,pension
19,74861599,13,GS25김해인덕점,2등,,,경남 김해시 인제로 200 1층,0553378929,,35.246546,128.904085,pension
19,74861599,12,GS25김해인덕점,2등,,,경남 김해시 인제로 200 1층,0553378929,,35.246546,128.904085,pension
19,74861599,11,GS25김해인덕점,2등,,,경남 김해시 인제로 200 1층,0553378929,,35.246546,128.904085,pension
19,74161484,10,카베,보너스,,경기도,"경기도 부천시 부일로221번길 26 (상동, 삼원타운) 삼원타운",0323262772,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.489498,126.755115,pension
19,74161484,9,카베,보너스,,,"경기도 부천시 부일로221번길 26 (상동, 삼원타운) 삼원타운",0323262772,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.489498,126.755115,pension
19,74161484,8,카베,보너스,,,"경기도 부천시 부일로221번길 26 (상동, 삼원타운) 삼원타운",0323262772,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.489498,126.755115,pension
19,74161484,7,카베,보너스,,,"경기도 부천시 부일로221번길 26 (상동, 삼원타운) 삼원타운",0323262772,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.489498,126.755115,pension
19,74161484,6,카베,보너스,,,"경기도 부천시 부일로221번길 26 (상동, 삼원타운) 삼원타운",0323262772,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.489498,126.755115,pension
19,001160,5,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
19,001160,4,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
19,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
19,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
19,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
20,72760719,10,행운복권열쇠,2등,,대구광역시,"대구광역시 북구 칠곡중앙대로 181 , 102호 (태전동) 1층",0533231313,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.912198,128.548113,pension
20,72760719,9,행운복권열쇠,2등,,,"대구광역시 북구 칠곡중앙대로 181 , 102호 (태전동) 1층",0533231313,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.912198,128.548113,pension
20,72760719,8,행운복권열쇠,2등,,,"대구광역시 북구 칠곡중앙대로 181 , 102호 (태전동) 1층",0533231313,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.912198,128.548113,pension
20,72760719,7,행운복권열쇠,1등,,,"대구광역시 북구 칠곡중앙대로 181 , 102호 (태전동) 1층",0533231313,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.912198,128.548113,pension
20,72760719,6,행운복권열쇠,2등,,,"대구광역시 북구 칠곡중앙대로 181 , 102호 (태전동) 1층",0533231313,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.912198,128.548113,pension
20,71166406,5,로또복권(중랑),보너스,,서울특별시,"서울특별시 중랑구 상봉로 7 (면목동, 서일타운) 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.586436,127.094379,pension
20,71166406,4,로또복권(중랑),보너스,,,"서울특별시 중랑구 상봉로 7 (면목동, 서일타운) 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.586436,127.094379,pension
20,71166406,3,로또복권(중랑),보너스,,,"서울특별시 중랑구 상봉로 7 (면목동, 서일타운) 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.586436,127.094379,pension
20,71166406,2,로또복권(중랑),보너스,,,"서울특별시 중랑구 상봉로 7 (면목동, 서일타운) 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.586436,127.094379,pension
20,71166406,1,로또복권(중랑),보너스,,,"서울특별시 중랑구 상봉로 7 (면목동, 서일타운) 1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.586436,127.094379,pension
21,74161575,20,25시슈퍼,2등,,경기도,"경기도 시흥시 함송로14번길 13-17 (정왕동, 홍익프라자) 정왕동, 홍익프라자 1층 107호",0314326273,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.362463,126.729984,pension
21,74161575,19,25시슈퍼,2등,,,"경기도 시흥시 함송로14번길 13-17 (정왕동, 홍익프라자) 정왕동, 홍익프라자 1층 107호",0314326273,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.362463,126.729984,pension
21,74161575,18,25시슈퍼,1등,,,"경기도 시흥시 함송로14번길 13-17 (정왕동, 홍익프라자) 정왕동, 홍익프라자 1층 107호",0314326273,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.362463,126.729984,pension
21,74161575,17,25시슈퍼,2등,,,"경기도 시흥시 함송로14번길 13-17 (정왕동, 홍익프라자) 정왕동, 홍익프라자 1층 107호",0314326273,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.362463,126.729984,pension
21,74161575,16,25시슈퍼,2등,,,"경기도 시흥시 함송로14번길 13-17 (정왕동, 홍익프라자) 정왕동, 홍익프라자 1층 107호",0314326273,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.362463,126.729984,pension
21,71162368,15,공원슈퍼,보너스,,서울특별시,"서울특별시 강서구 가로공원로72길 3 (화곡동, 창조빌딩) 1층",0226963861,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.536565,126.835031,pension
21,71162368,14,공원슈퍼,보너스,,,"서울특별시 강서구 가로공원로72길 3 (화곡동, 창조빌딩) 1층",0226963861,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.536565,126.835031,pension
21,71162368,13,공원슈퍼,보너스,,,"서울특별시 강서구 가로공원로72길 3 (화곡동, 창조빌딩) 1층",0226963861,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.536565,126.835031,pension
21,71162368,12,공원슈퍼,보너스,,,"서울특별시 강서구 가로공원로72길 3 (화곡동, 창조빌딩) 1층",0226963861,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.536565,126.835031,pension
21,71162368,11,공원슈퍼,보너스,,,"서울특별시 강서구 가로공원로72길 3 (화곡동, 창조빌딩) 1층",0226963861,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.536565,126.835031,pension
21,001160,10,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
21,001160,9,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
21,001160,8,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
21,001160,7,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
